$nWebServers, $nDb, $nSearch, $uSess, $uBiz, $uSearch, $uDb
10, 1, 1, 9.99936, 0.835095, 7.15332e-005, 0.822631
20, 1, 1, 19.9974, 0.908333, 7.7383e-005, 0.889905
10, 1, 1, 9.99936, 0.835095, 7.15332e-005, 0.822631
20, 1, 1, 19.9974, 0.908333, 7.7383e-005, 0.889905
10, 1, 1, 9.99936, 0.835095, 7.15332e-005, 0.822631
20, 1, 1, 19.9974, 0.908333, 7.7383e-005, 0.889905
10, 1, 1, 9.99937, 0.835095, 7.15332e-005, 0.822631
20, 1, 1, 19.9974, 0.908334, 7.7383e-005, 0.889905
10, 1, 1, 9.99937, 0.835095, 7.15332e-005, 0.822632
20, 1, 1, 19.9974, 0.908334, 7.7383e-005, 0.889905
10, 1, 1, 9.99937, 0.835095, 7.15332e-005, 0.822632
20, 1, 1, 19.9974, 0.908334, 7.73831e-005, 0.889905
10, 1, 1, 9.99938, 0.835095, 7.15332e-005, 0.822632
20, 1, 1, 19.9975, 0.908334, 7.73831e-005, 0.889905
10, 1, 1, 9.99938, 0.835095, 7.15332e-005, 0.822632
20, 1, 1, 19.9975, 0.908334, 7.73831e-005, 0.889905
10, 1, 1, 9.99938, 0.835095, 7.15332e-005, 0.822632
20, 1, 1, 19.9975, 0.908334, 7.73831e-005, 0.889905
10, 1, 1, 9.99939, 0.835095, 7.15332e-005, 0.822632
20, 1, 1, 19.9975, 0.908334, 7.73831e-005, 0.889905
10, 1, 1, 9.99939, 0.835095, 7.15332e-005, 0.822632
20, 1, 1, 19.9975, 0.908334, 7.73831e-005, 0.889905
10, 1, 1, 9.99939, 0.835095, 7.15332e-005, 0.822632
20, 1, 1, 19.9975, 0.908334, 7.73831e-005, 0.889905
10, 1, 1, 9.99939, 0.835096, 7.15332e-005, 0.822632
20, 1, 1, 19.9975, 0.908334, 7.73831e-005, 0.889905
10, 1, 1, 9.9994, 0.835096, 7.15332e-005, 0.822632
20, 1, 1, 19.9975, 0.908334, 7.73831e-005, 0.889906
10, 1, 1, 9.9994, 0.835096, 7.15332e-005, 0.822632
20, 1, 1, 19.9976, 0.908334, 7.73831e-005, 0.889906
10, 1, 1, 9.9994, 0.835096, 7.15332e-005, 0.822632
20, 1, 1, 19.9976, 0.908334, 7.73831e-005, 0.889906
10, 1, 1, 9.99941, 0.835096, 7.15332e-005, 0.822632
20, 1, 1, 19.9976, 0.908334, 7.73831e-005, 0.889906
10, 1, 1, 9.99941, 0.835096, 7.15332e-005, 0.822632
20, 1, 1, 19.9976, 0.908334, 7.73831e-005, 0.889906
10, 1, 1, 9.99941, 0.835096, 7.15332e-005, 0.822632
20, 1, 1, 19.9976, 0.908334, 7.73831e-005, 0.889906
10, 1, 1, 9.99941, 0.835096, 7.15332e-005, 0.822632
20, 1, 1, 19.9976, 0.908334, 7.73831e-005, 0.889906
10, 1, 1, 9.99942, 0.835096, 7.15332e-005, 0.822632
20, 1, 1, 19.9976, 0.908334, 7.73831e-005, 0.889906
10, 1, 1, 9.99942, 0.835096, 7.15332e-005, 0.822632
20, 1, 1, 19.9976, 0.908334, 7.73831e-005, 0.889906
10, 1, 1, 9.99942, 0.835096, 7.15332e-005, 0.822632
20, 1, 1, 19.9976, 0.908335, 7.73831e-005, 0.889906
10, 1, 1, 9.99943, 0.835096, 7.15332e-005, 0.822632
20, 1, 1, 19.9977, 0.908335, 7.73831e-005, 0.889906
10, 1, 1, 9.99943, 0.835096, 7.15332e-005, 0.822632
20, 1, 1, 19.9977, 0.908335, 7.73831e-005, 0.889906
10, 1, 1, 9.99943, 0.835096, 7.15333e-005, 0.822632
20, 1, 1, 19.9977, 0.908335, 7.73831e-005, 0.889906
10, 1, 1, 9.99943, 0.835096, 7.15333e-005, 0.822632
20, 1, 1, 19.9977, 0.908335, 7.73831e-005, 0.889906
10, 1, 1, 9.99944, 0.835096, 7.15333e-005, 0.822632
20, 1, 1, 19.9977, 0.908335, 7.73831e-005, 0.889906
10, 1, 1, 9.99944, 0.835096, 7.15333e-005, 0.822632
20, 1, 1, 19.9977, 0.908335, 7.73832e-005, 0.889906
10, 1, 1, 9.99944, 0.835096, 7.15333e-005, 0.822633
20, 1, 1, 19.9977, 0.908335, 7.73832e-005, 0.889906
10, 1, 1, 9.99944, 0.835096, 7.15333e-005, 0.822633
20, 1, 1, 19.9977, 0.908335, 7.73832e-005, 0.889906
10, 1, 1, 9.99945, 0.835096, 7.15333e-005, 0.822633
20, 1, 1, 19.9977, 0.908335, 7.73832e-005, 0.889906
10, 1, 1, 9.99945, 0.835096, 7.15333e-005, 0.822633
20, 1, 1, 19.9978, 0.908335, 7.73832e-005, 0.889906
10, 1, 1, 9.99945, 0.835096, 7.15333e-005, 0.822633
20, 1, 1, 19.9978, 0.908335, 7.73832e-005, 0.889906
10, 1, 1, 9.99946, 0.835096, 7.15333e-005, 0.822633
20, 1, 1, 19.9978, 0.908335, 7.73832e-005, 0.889906
10, 1, 1, 9.99946, 0.835096, 7.15333e-005, 0.822633
20, 1, 1, 19.9978, 0.908335, 7.73832e-005, 0.889907
10, 1, 1, 9.99946, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.9978, 0.908335, 7.73832e-005, 0.889907
10, 1, 1, 9.99946, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.9978, 0.908335, 7.73832e-005, 0.889907
10, 1, 1, 9.99947, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.9978, 0.908335, 7.73832e-005, 0.889907
10, 1, 1, 9.99947, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.9978, 0.908335, 7.73832e-005, 0.889907
10, 1, 1, 9.99947, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.9978, 0.908335, 7.73832e-005, 0.889907
10, 1, 1, 9.99947, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.9979, 0.908335, 7.73832e-005, 0.889907
10, 1, 1, 9.99947, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.9979, 0.908335, 7.73832e-005, 0.889907
10, 1, 1, 9.99948, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.9979, 0.908335, 7.73832e-005, 0.889907
10, 1, 1, 9.99948, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.9979, 0.908336, 7.73832e-005, 0.889907
10, 1, 1, 9.99948, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.9979, 0.908336, 7.73832e-005, 0.889907
10, 1, 1, 9.99948, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.9979, 0.908336, 7.73832e-005, 0.889907
10, 1, 1, 9.99949, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.9979, 0.908336, 7.73832e-005, 0.889907
10, 1, 1, 9.99949, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.9979, 0.908336, 7.73832e-005, 0.889907
10, 1, 1, 9.99949, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.9979, 0.908336, 7.73832e-005, 0.889907
10, 1, 1, 9.99949, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.9979, 0.908336, 7.73832e-005, 0.889907
10, 1, 1, 9.9995, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.9979, 0.908336, 7.73832e-005, 0.889907
10, 1, 1, 9.9995, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.998, 0.908336, 7.73832e-005, 0.889907
10, 1, 1, 9.9995, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.998, 0.908336, 7.73832e-005, 0.889907
10, 1, 1, 9.9995, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.998, 0.908336, 7.73832e-005, 0.889907
10, 1, 1, 9.9995, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.998, 0.908336, 7.73832e-005, 0.889907
10, 1, 1, 9.99951, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.998, 0.908336, 7.73832e-005, 0.889907
10, 1, 1, 9.99951, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.998, 0.908336, 7.73833e-005, 0.889907
10, 1, 1, 9.99951, 0.835097, 7.15333e-005, 0.822633
20, 1, 1, 19.998, 0.908336, 7.73833e-005, 0.889907
10, 1, 1, 9.99951, 0.835097, 7.15333e-005, 0.822634
20, 1, 1, 19.998, 0.908336, 7.73833e-005, 0.889907
10, 1, 1, 9.99952, 0.835097, 7.15334e-005, 0.822634
20, 1, 1, 19.998, 0.908336, 7.73833e-005, 0.889908
10, 1, 1, 9.99952, 0.835097, 7.15334e-005, 0.822634
20, 1, 1, 19.998, 0.908336, 7.73833e-005, 0.889908
10, 1, 1, 9.99952, 0.835097, 7.15334e-005, 0.822634
20, 1, 1, 19.998, 0.908336, 7.73833e-005, 0.889908
10, 1, 1, 9.99952, 0.835097, 7.15334e-005, 0.822634
20, 1, 1, 19.9981, 0.908336, 7.73833e-005, 0.889908
10, 1, 1, 9.99952, 0.835097, 7.15334e-005, 0.822634
20, 1, 1, 19.9981, 0.908336, 7.73833e-005, 0.889908
10, 1, 1, 9.99953, 0.835097, 7.15334e-005, 0.822634
20, 1, 1, 19.9981, 0.908336, 7.73833e-005, 0.889908
10, 1, 1, 9.99953, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9981, 0.908336, 7.73833e-005, 0.889908
10, 1, 1, 9.99953, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9981, 0.908336, 7.73833e-005, 0.889908
10, 1, 1, 9.99953, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9981, 0.908336, 7.73833e-005, 0.889908
10, 1, 1, 9.99953, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9981, 0.908336, 7.73833e-005, 0.889908
10, 1, 1, 9.99954, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9981, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99954, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9981, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99954, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9981, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99954, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9981, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99954, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9981, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99955, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9982, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99955, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9982, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99955, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9982, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99955, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9982, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99955, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9982, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99956, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9982, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99956, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9982, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99956, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9982, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99956, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9982, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99956, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9982, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99956, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9982, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99957, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9982, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99957, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9982, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99957, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9983, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99957, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9983, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99957, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9983, 0.908337, 7.73833e-005, 0.889908
10, 1, 1, 9.99958, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9983, 0.908337, 7.73833e-005, 0.889909
10, 1, 1, 9.99958, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9983, 0.908337, 7.73834e-005, 0.889909
10, 1, 1, 9.99958, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9983, 0.908337, 7.73834e-005, 0.889909
10, 1, 1, 9.99958, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9983, 0.908337, 7.73834e-005, 0.889909
10, 1, 1, 9.99958, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9983, 0.908337, 7.73834e-005, 0.889909
10, 1, 1, 9.99958, 0.835098, 7.15334e-005, 0.822634
20, 1, 1, 19.9983, 0.908337, 7.73834e-005, 0.889909
10, 1, 1, 9.99959, 0.835098, 7.15334e-005, 0.822635
20, 1, 1, 19.9983, 0.908337, 7.73834e-005, 0.889909
10, 1, 1, 9.99959, 0.835098, 7.15334e-005, 0.822635
20, 1, 1, 19.9983, 0.908337, 7.73834e-005, 0.889909
10, 1, 1, 9.99959, 0.835098, 7.15334e-005, 0.822635
20, 1, 1, 19.9983, 0.908337, 7.73834e-005, 0.889909
10, 1, 1, 9.99959, 0.835098, 7.15334e-005, 0.822635
20, 1, 1, 19.9983, 0.908337, 7.73834e-005, 0.889909
